Name,Full Text,Language,Concept,Text ,Relevance,Month,Year
AnishPrabhakar5,RT @CMOKerala: Chief Minister Pinarayi Vijayan congratulated all children making a foray into the world of knowledge on this Vijayadasami dâ€_,en,TwitterHandle,@CMOKerala,0.33,Sep,2017
AnishPrabhakar5,RT @kbfc_manjappada: #Manjappada in Delhi are spending Holidays by pasting posters of U17 FIFA World Cup. They are mainly targeting Keralaâ€_,en,concept,FIFA World Cup,0.958558,Sep,2017
AnishPrabhakar5,RT @kbfc_manjappada: #Manjappada in Delhi are spending Holidays by pasting posters of U17 FIFA World Cup. They are mainly targeting Keralaâ€_,en,concept,FIFA World Rankings,0.724622,Sep,2017
AnishPrabhakar5,RT @kbfc_manjappada: #Manjappada in Delhi are spending Holidays by pasting posters of U17 FIFA World Cup. They are mainly targeting Keralaâ€_,en,concept,FIFA,0.653251,Sep,2017
AnishPrabhakar5,RT @kbfc_manjappada: #Manjappada in Delhi are spending Holidays by pasting posters of U17 FIFA World Cup. They are mainly targeting Keralaâ€_,en,concept,FIFA Women's World Cup,0.642327,Sep,2017
AnishPrabhakar5,RT @kbfc_manjappada: #Manjappada in Delhi are spending Holidays by pasting posters of U17 FIFA World Cup. They are mainly targeting Keralaâ€_,en,concept,France national football team,0.615275,Sep,2017
AnishPrabhakar5,RT @kbfc_manjappada: #Manjappada in Delhi are spending Holidays by pasting posters of U17 FIFA World Cup. They are mainly targeting Keralaâ€_,en,concept,CONMEBOL,0.597742,Sep,2017
AnishPrabhakar5,RT @kbfc_manjappada: #Manjappada in Delhi are spending Holidays by pasting posters of U17 FIFA World Cup. They are mainly targeting Keralaâ€_,en,concept,Brazil national football team,0.59423,Sep,2017
AnishPrabhakar5,RT @kbfc_manjappada: #Manjappada in Delhi are spending Holidays by pasting posters of U17 FIFA World Cup. They are mainly targeting Keralaâ€_,en,concept,FIFA Futsal World Cup,0.593775,Sep,2017
AnishPrabhakar5,RT @kbfc_manjappada: #Manjappada in Delhi are spending Holidays by pasting posters of U17 FIFA World Cup. They are mainly targeting Keralaâ€_,en,Organization,FIFA World Cup,0.901737,Sep,2017
AnishPrabhakar5,RT @kbfc_manjappada: #Manjappada in Delhi are spending Holidays by pasting posters of U17 FIFA World Cup. They are mainly targeting Keralaâ€_,en,Location,Delhi,0.504368,Sep,2017
AnishPrabhakar5,RT @kbfc_manjappada: #Manjappada in Delhi are spending Holidays by pasting posters of U17 FIFA World Cup. They are mainly targeting Keralaâ€_,en,TwitterHandle,@kbfc_manjappada,0.504368,Sep,2017
AnishPrabhakar5,"RT @ckvineeth: Shoot done, bags packed and the boys are off to Spain for preseason as @SandeshJhingan and I head to India camp. Good luck!â€_",en,concept,Kurt Angle,0.835059,Sep,2017
AnishPrabhakar5,"RT @ckvineeth: Shoot done, bags packed and the boys are off to Spain for preseason as @SandeshJhingan and I head to India camp. Good luck!â€_",en,concept,Mick Foley,0.759156,Sep,2017
AnishPrabhakar5,"RT @ckvineeth: Shoot done, bags packed and the boys are off to Spain for preseason as @SandeshJhingan and I head to India camp. Good luck!â€_",en,Facility,India camp,0.975011,Sep,2017
AnishPrabhakar5,"RT @ckvineeth: Shoot done, bags packed and the boys are off to Spain for preseason as @SandeshJhingan and I head to India camp. Good luck!â€_",en,Location,Spain,0.773671,Sep,2017
AnishPrabhakar5,"RT @ckvineeth: Shoot done, bags packed and the boys are off to Spain for preseason as @SandeshJhingan and I head to India camp. Good luck!â€_",en,TwitterHandle,@SandeshJhingan,0.773671,Sep,2017
AnishPrabhakar5,"RT @ckvineeth: Shoot done, bags packed and the boys are off to Spain for preseason as @SandeshJhingan and I head to India camp. Good luck!â€_",en,TwitterHandle,@ckvineeth,0.773671,Sep,2017
AnishPrabhakar5,RT @CMOKerala: 'Govt. will neither tolerate the ones who obstruct progress of our state nor compromise with them.' #RisingKerala #KeralaLeaâ€_,en,concept,State,0.9044,Sep,2017
AnishPrabhakar5,RT @CMOKerala: 'Govt. will neither tolerate the ones who obstruct progress of our state nor compromise with them.' #RisingKerala #KeralaLeaâ€_,en,Company,Govt.,0.916667,Sep,2017
AnishPrabhakar5,RT @CMOKerala: 'Govt. will neither tolerate the ones who obstruct progress of our state nor compromise with them.' #RisingKerala #KeralaLeaâ€_,en,TwitterHandle,@CMOKerala,0.916667,Sep,2017
AnishPrabhakar5,"RT @UNICEF: Mexico earthquakes: Thousands of children have been affected.
Weâ€™re giving emotional &amp; educational support. @unicefmexico #Fueâ€_",en,concept,Empathy,0.841682,Sep,2017
AnishPrabhakar5,"RT @UNICEF: Mexico earthquakes: Thousands of children have been affected.
Weâ€™re giving emotional &amp; educational support. @unicefmexico #Fueâ€_",en,Location,Mexico,0.836586,Sep,2017
AnishPrabhakar5,"RT @UNICEF: Mexico earthquakes: Thousands of children have been affected.
Weâ€™re giving emotional &amp; educational support. @unicefmexico #Fueâ€_",en,Organization,UNICEF,0.384519,Sep,2017
AnishPrabhakar5,"RT @UNICEF: Mexico earthquakes: Thousands of children have been affected.
Weâ€™re giving emotional &amp; educational support. @unicefmexico #Fueâ€_",en,TwitterHandle,@unicefmexico,0.384519,Sep,2017
AnishPrabhakar5,"RT @UNICEF: Mexico earthquakes: Thousands of children have been affected.
Weâ€™re giving emotional &amp; educational support. @unicefmexico #Fueâ€_",en,TwitterHandle,@UNICEF,0.384519,Sep,2017
AnishPrabhakar5,"RT @landpsychology: The Burrowing Owl, funny and somewhat weird creatures! Haha https://t.co/KabCn9Z3tM",en,concept,Burrowing Owl,0.943733,Sep,2017
AnishPrabhakar5,"RT @landpsychology: The Burrowing Owl, funny and somewhat weird creatures! Haha https://t.co/KabCn9Z3tM",en,concept,Owl,0.646,Sep,2017
AnishPrabhakar5,"RT @landpsychology: The Burrowing Owl, funny and somewhat weird creatures! Haha https://t.co/KabCn9Z3tM",en,TwitterHandle,@landpsychology,0.01,Sep,2017
AnishPrabhakar5,RT @CMOKerala: 70 Cents of land allotted for new UAE consulate in Thriuvananthapuram. @UAEembassyIndia https://t.co/6Jjen1P1dZ,en,concept,Federation,0.85222,Sep,2017
AnishPrabhakar5,RT @CMOKerala: 70 Cents of land allotted for new UAE consulate in Thriuvananthapuram. @UAEembassyIndia https://t.co/6Jjen1P1dZ,en,Location,UAE,0.33,Sep,2017
AnishPrabhakar5,RT @CMOKerala: 70 Cents of land allotted for new UAE consulate in Thriuvananthapuram. @UAEembassyIndia https://t.co/6Jjen1P1dZ,en,TwitterHandle,@UAEembassyIndia,0.33,Sep,2017
AnishPrabhakar5,RT @CMOKerala: 70 Cents of land allotted for new UAE consulate in Thriuvananthapuram. @UAEembassyIndia https://t.co/6Jjen1P1dZ,en,TwitterHandle,@CMOKerala,0.33,Sep,2017
AnishPrabhakar5,RT @CMOKerala: 70 Cents of land allotted for new UAE consulate in Thriuvananthapuram. @UAEembassyIndia https://t.co/6Jjen1P1dZ,en,concept,Federation,0.85222,Sep,2017
AnishPrabhakar5,RT @CMOKerala: 70 Cents of land allotted for new UAE consulate in Thriuvananthapuram. @UAEembassyIndia https://t.co/6Jjen1P1dZ,en,Location,UAE,0.33,Sep,2017
AnishPrabhakar5,RT @CMOKerala: 70 Cents of land allotted for new UAE consulate in Thriuvananthapuram. @UAEembassyIndia https://t.co/6Jjen1P1dZ,en,TwitterHandle,@UAEembassyIndia,0.33,Sep,2017
AnishPrabhakar5,RT @CMOKerala: 70 Cents of land allotted for new UAE consulate in Thriuvananthapuram. @UAEembassyIndia https://t.co/6Jjen1P1dZ,en,TwitterHandle,@CMOKerala,0.33,Sep,2017
AnishPrabhakar5,RT @CMOKerala: Special Ayurveda tourism packages for visitors from Sharjah https://t.co/lwXUY1MQL4,en,concept,Dubai,0.84351,Sep,2017
AnishPrabhakar5,RT @CMOKerala: Special Ayurveda tourism packages for visitors from Sharjah https://t.co/lwXUY1MQL4,en,Location,Sharjah,0.33,Sep,2017
AnishPrabhakar5,RT @CMOKerala: Special Ayurveda tourism packages for visitors from Sharjah https://t.co/lwXUY1MQL4,en,TwitterHandle,@CMOKerala,0.33,Sep,2017
AnishPrabhakar5,RT @Mohanlal: #Jimikkikammal #VelipadintePusthakam https://t.co/yUtDkVZhgY,und,TwitterHandle,@Mohanlal,0.01,Sep,2017
AnishPrabhakar5,"RT @Twitter: Canâ€™t fit your Tweet into 140 characters? _Ÿ_”
Weâ€™re trying something new with a small group, and increasing the character limitâ€_",en,concept,Stevie Wonder,0.859816,Sep,2017
AnishPrabhakar5,"RT @Twitter: Canâ€™t fit your Tweet into 140 characters? _Ÿ_”
Weâ€™re trying something new with a small group, and increasing the character limitâ€_",en,concept,Skeletons,0.827816,Sep,2017
AnishPrabhakar5,"RT @Twitter: Canâ€™t fit your Tweet into 140 characters? _Ÿ_”
Weâ€™re trying something new with a small group, and increasing the character limitâ€_",en,concept,Function,0.80262,Sep,2017
AnishPrabhakar5,"RT @Twitter: Canâ€™t fit your Tweet into 140 characters? _Ÿ_”
Weâ€™re trying something new with a small group, and increasing the character limitâ€_",en,concept,Get It,0.800738,Sep,2017
AnishPrabhakar5,"RT @Twitter: Canâ€™t fit your Tweet into 140 characters? _Ÿ_”
Weâ€™re trying something new with a small group, and increasing the character limitâ€_",en,concept,You Will Know,0.778585,Sep,2017
AnishPrabhakar5,"RT @Twitter: Canâ€™t fit your Tweet into 140 characters? _Ÿ_”
Weâ€™re trying something new with a small group, and increasing the character limitâ€_",en,concept,Social network service,0.740891,Sep,2017
AnishPrabhakar5,"RT @Twitter: Canâ€™t fit your Tweet into 140 characters? _Ÿ_”
Weâ€™re trying something new with a small group, and increasing the character limitâ€_",en,concept,Stevie Ray Vaughan,0.72957,Sep,2017
AnishPrabhakar5,"RT @Twitter: Canâ€™t fit your Tweet into 140 characters? _Ÿ_”
Weâ€™re trying something new with a small group, and increasing the character limitâ€_",en,concept,Representation theory,0.700502,Sep,2017
AnishPrabhakar5,"RT @Twitter: Canâ€™t fit your Tweet into 140 characters? _Ÿ_”
Weâ€™re trying something new with a small group, and increasing the character limitâ€_",en,TwitterHandle,@Twitter,0.01,Sep,2017
AnishPrabhakar5,@goinginni @KeralaTourism Thanks for supporting #KeralaTourism. _Ÿ˜_ #KeralaLeads,en,TwitterHandle,@KeralaTourism,0.01,Sep,2017
AnishPrabhakar5,@goinginni @KeralaTourism Thanks for supporting #KeralaTourism. _Ÿ˜_ #KeralaLeads,en,TwitterHandle,@goinginni,0.01,Sep,2017
AnishPrabhakar5,"RT @KeralaTourism: On #WorldTourismDay, Kerala Tourism bags six National Tourism Awards. #NTA #NationalTourismAwards https://t.co/Qq8548hKl7",en,concept,Kerala,0.9044,Sep,2017
AnishPrabhakar5,"RT @KeralaTourism: On #WorldTourismDay, Kerala Tourism bags six National Tourism Awards. #NTA #NationalTourismAwards https://t.co/Qq8548hKl7",en,concept,Thiruvananthapuram,0.86184,Sep,2017
AnishPrabhakar5,"RT @KeralaTourism: On #WorldTourismDay, Kerala Tourism bags six National Tourism Awards. #NTA #NationalTourismAwards https://t.co/Qq8548hKl7",en,Company,Kerala Tourism,0.962162,Sep,2017
AnishPrabhakar5,"RT @KeralaTourism: On #WorldTourismDay, Kerala Tourism bags six National Tourism Awards. #NTA #NationalTourismAwards https://t.co/Qq8548hKl7",en,TwitterHandle,@KeralaTourism,0.962162,Sep,2017
AnishPrabhakar5,RT @CMOKerala: HH Sultan bin Muhammad Al-Qasimi pardoned all prisoners who have completed 3 years in prison in Sharjah for non-serious offeâ€_,en,concept,Prison,0.886784,Sep,2017
AnishPrabhakar5,RT @CMOKerala: HH Sultan bin Muhammad Al-Qasimi pardoned all prisoners who have completed 3 years in prison in Sharjah for non-serious offeâ€_,en,concept,Sudan,0.842529,Sep,2017
AnishPrabhakar5,RT @CMOKerala: HH Sultan bin Muhammad Al-Qasimi pardoned all prisoners who have completed 3 years in prison in Sharjah for non-serious offeâ€_,en,concept,Trigraph,0.826152,Sep,2017
AnishPrabhakar5,RT @CMOKerala: HH Sultan bin Muhammad Al-Qasimi pardoned all prisoners who have completed 3 years in prison in Sharjah for non-serious offeâ€_,en,Person,Muhammad Al-Qasimi,0.33,Sep,2017
AnishPrabhakar5,RT @CMOKerala: HH Sultan bin Muhammad Al-Qasimi pardoned all prisoners who have completed 3 years in prison in Sharjah for non-serious offeâ€_,en,Location,Sharjah,0.33,Sep,2017
AnishPrabhakar5,RT @CMOKerala: HH Sultan bin Muhammad Al-Qasimi pardoned all prisoners who have completed 3 years in prison in Sharjah for non-serious offeâ€_,en,Location,non-serious offeâ€_,0.33,Sep,2017
AnishPrabhakar5,RT @CMOKerala: HH Sultan bin Muhammad Al-Qasimi pardoned all prisoners who have completed 3 years in prison in Sharjah for non-serious offeâ€_,en,TwitterHandle,@CMOKerala,0.33,Sep,2017
AnishPrabhakar5,RT @CMOKerala: HH Sultan bin Muhammad Al-Qasimi pardoned all prisoners who have completed 3 years in prison in Sharjah for non-serious offeâ€_,en,Quantity,3 years,0.33,Sep,2017
AnishPrabhakar5,@Maalynni happiee bday _Ÿ_‰_Ÿ˜ç,en,TwitterHandle,@Maalynni,0.01,Sep,2017
AnishPrabhakar5,RT @linkinpark: Cherishing all the times Chester made us laugh. Taking a look back at some of our favorite LPTV moments. https://t.co/tN95gâ€_,en,concept,The Times,0.91136,Sep,2017
AnishPrabhakar5,RT @linkinpark: Cherishing all the times Chester made us laugh. Taking a look back at some of our favorite LPTV moments. https://t.co/tN95gâ€_,en,Person,Chester,0.998201,Sep,2017
AnishPrabhakar5,RT @linkinpark: Cherishing all the times Chester made us laugh. Taking a look back at some of our favorite LPTV moments. https://t.co/tN95gâ€_,en,TwitterHandle,@linkinpark,0.998201,Sep,2017
AnishPrabhakar5,@KarthiniRaj Exactly.  #Jimikkikammal #lalettan,en,Person,Jimikkikammal lalettan,0.886082,Sep,2017
AnishPrabhakar5,@KarthiniRaj Exactly.  #Jimikkikammal #lalettan,en,TwitterHandle,@KarthiniRaj,0.886082,Sep,2017
AnishPrabhakar5,RT @KarthiniRaj: Jimikki kammal is the Despacito for Indians,en,TwitterHandle,@KarthiniRaj,0.01,Sep,2017
AnishPrabhakar5,"RT @CMOKerala: Chief Minister &amp; @KeralaGovernor held a meeting with H H Sultan bin Muhammad Al-Qasimi, the sovereign ruler of the Emirate oâ€_",en,concept,Sudan,0.888605,Sep,2017
AnishPrabhakar5,"RT @CMOKerala: Chief Minister &amp; @KeralaGovernor held a meeting with H H Sultan bin Muhammad Al-Qasimi, the sovereign ruler of the Emirate oâ€_",en,concept,Emir,0.8748,Sep,2017
AnishPrabhakar5,"RT @CMOKerala: Chief Minister &amp; @KeralaGovernor held a meeting with H H Sultan bin Muhammad Al-Qasimi, the sovereign ruler of the Emirate oâ€_",en,Person,Muhammad Al-Qasimi,0.33,Sep,2017
AnishPrabhakar5,"RT @CMOKerala: Chief Minister &amp; @KeralaGovernor held a meeting with H H Sultan bin Muhammad Al-Qasimi, the sovereign ruler of the Emirate oâ€_",en,TwitterHandle,@KeralaGovernor,0.33,Sep,2017
AnishPrabhakar5,"RT @CMOKerala: Chief Minister &amp; @KeralaGovernor held a meeting with H H Sultan bin Muhammad Al-Qasimi, the sovereign ruler of the Emirate oâ€_",en,TwitterHandle,@CMOKerala,0.33,Sep,2017
AnishPrabhakar5,"RT @KeralaBlasters: Hello @bengalurufc , this is how your New Year party is going to look like _Ÿ˜‰
#AlwaysSoldOut #KeralaBlasters #Bengaluruâ€_",en,TwitterHandle,@KeralaBlasters,0.890984,Sep,2017
AnishPrabhakar5,"RT @KeralaBlasters: Hello @bengalurufc , this is how your New Year party is going to look like _Ÿ˜‰
#AlwaysSoldOut #KeralaBlasters #Bengaluruâ€_",en,TwitterHandle,@bengalurufc,0.890984,Sep,2017
AnishPrabhakar5,@misty_basu @MomoInvent @Judwaa2TheMovie @AnupamPkher @taapsee @Varun_dvn @AnishaChoudhari Not Tamil movie! Its a remake of Telugu movie,en,concept,India,0.952764,Sep,2017
AnishPrabhakar5,@misty_basu @MomoInvent @Judwaa2TheMovie @AnupamPkher @taapsee @Varun_dvn @AnishaChoudhari Not Tamil movie! Its a remake of Telugu movie,en,concept,Telugu language,0.734159,Sep,2017
AnishPrabhakar5,@misty_basu @MomoInvent @Judwaa2TheMovie @AnupamPkher @taapsee @Varun_dvn @AnishaChoudhari Not Tamil movie! Its a remake of Telugu movie,en,concept,Tamil cinema,0.5607,Sep,2017
AnishPrabhakar5,@misty_basu @MomoInvent @Judwaa2TheMovie @AnupamPkher @taapsee @Varun_dvn @AnishaChoudhari Not Tamil movie! Its a remake of Telugu movie,en,concept,Tamil language,0.5355,Sep,2017
AnishPrabhakar5,@misty_basu @MomoInvent @Judwaa2TheMovie @AnupamPkher @taapsee @Varun_dvn @AnishaChoudhari Not Tamil movie! Its a remake of Telugu movie,en,concept,Indian cinema by state,0.531767,Sep,2017
AnishPrabhakar5,@misty_basu @MomoInvent @Judwaa2TheMovie @AnupamPkher @taapsee @Varun_dvn @AnishaChoudhari Not Tamil movie! Its a remake of Telugu movie,en,concept,Tamil Nadu,0.5085,Sep,2017
AnishPrabhakar5,@misty_basu @MomoInvent @Judwaa2TheMovie @AnupamPkher @taapsee @Varun_dvn @AnishaChoudhari Not Tamil movie! Its a remake of Telugu movie,en,TwitterHandle,@AnishaChoudhari,0.01,Sep,2017
AnishPrabhakar5,@misty_basu @MomoInvent @Judwaa2TheMovie @AnupamPkher @taapsee @Varun_dvn @AnishaChoudhari Not Tamil movie! Its a remake of Telugu movie,en,TwitterHandle,@Judwaa2TheMovie,0.01,Sep,2017
AnishPrabhakar5,@misty_basu @MomoInvent @Judwaa2TheMovie @AnupamPkher @taapsee @Varun_dvn @AnishaChoudhari Not Tamil movie! Its a remake of Telugu movie,en,TwitterHandle,@AnupamPkher,0.01,Sep,2017
AnishPrabhakar5,@misty_basu @MomoInvent @Judwaa2TheMovie @AnupamPkher @taapsee @Varun_dvn @AnishaChoudhari Not Tamil movie! Its a remake of Telugu movie,en,TwitterHandle,@MomoInvent,0.01,Sep,2017
AnishPrabhakar5,@misty_basu @MomoInvent @Judwaa2TheMovie @AnupamPkher @taapsee @Varun_dvn @AnishaChoudhari Not Tamil movie! Its a remake of Telugu movie,en,TwitterHandle,@misty_basu,0.01,Sep,2017
AnishPrabhakar5,@misty_basu @MomoInvent @Judwaa2TheMovie @AnupamPkher @taapsee @Varun_dvn @AnishaChoudhari Not Tamil movie! Its a remake of Telugu movie,en,TwitterHandle,@Varun_dvn,0.01,Sep,2017
AnishPrabhakar5,@misty_basu @MomoInvent @Judwaa2TheMovie @AnupamPkher @taapsee @Varun_dvn @AnishaChoudhari Not Tamil movie! Its a remake of Telugu movie,en,TwitterHandle,@taapsee,0.01,Sep,2017
AnishPrabhakar5,"@MomoInvent @Judwaa2TheMovie @AnupamPkher @taapsee @Varun_dvn Judwaa was a remake of Telugu movie ""Hello Brother""! #Judwaa2 #MomoINVENT",en,concept,Telugu language,0.9044,Sep,2017
AnishPrabhakar5,"@MomoInvent @Judwaa2TheMovie @AnupamPkher @taapsee @Varun_dvn Judwaa was a remake of Telugu movie ""Hello Brother""! #Judwaa2 #MomoINVENT",en,Company,Judwaa,0.945394,Sep,2017
AnishPrabhakar5,"@MomoInvent @Judwaa2TheMovie @AnupamPkher @taapsee @Varun_dvn Judwaa was a remake of Telugu movie ""Hello Brother""! #Judwaa2 #MomoINVENT",en,TwitterHandle,@Judwaa2TheMovie,0.945394,Sep,2017
AnishPrabhakar5,"@MomoInvent @Judwaa2TheMovie @AnupamPkher @taapsee @Varun_dvn Judwaa was a remake of Telugu movie ""Hello Brother""! #Judwaa2 #MomoINVENT",en,TwitterHandle,@AnupamPkher,0.945394,Sep,2017
AnishPrabhakar5,"@MomoInvent @Judwaa2TheMovie @AnupamPkher @taapsee @Varun_dvn Judwaa was a remake of Telugu movie ""Hello Brother""! #Judwaa2 #MomoINVENT",en,TwitterHandle,@MomoInvent,0.945394,Sep,2017
AnishPrabhakar5,"@MomoInvent @Judwaa2TheMovie @AnupamPkher @taapsee @Varun_dvn Judwaa was a remake of Telugu movie ""Hello Brother""! #Judwaa2 #MomoINVENT",en,TwitterHandle,@Varun_dvn,0.945394,Sep,2017
AnishPrabhakar5,"@MomoInvent @Judwaa2TheMovie @AnupamPkher @taapsee @Varun_dvn Judwaa was a remake of Telugu movie ""Hello Brother""! #Judwaa2 #MomoINVENT",en,TwitterHandle,@taapsee,0.945394,Sep,2017
AnishPrabhakar5,RT @Shehla_Rashid: PM Modi blocked @RURALINDIA for this tweet :) I think he touched a raw nerve there _Ÿ˜‚ https://t.co/SRdmYgiowh,en,Person,Modi,0.33,Sep,2017
AnishPrabhakar5,RT @Shehla_Rashid: PM Modi blocked @RURALINDIA for this tweet :) I think he touched a raw nerve there _Ÿ˜‚ https://t.co/SRdmYgiowh,en,TwitterHandle,@Shehla_Rashid,0.33,Sep,2017
AnishPrabhakar5,RT @Shehla_Rashid: PM Modi blocked @RURALINDIA for this tweet :) I think he touched a raw nerve there _Ÿ˜‚ https://t.co/SRdmYgiowh,en,TwitterHandle,@RURALINDIA,0.33,Sep,2017
AnishPrabhakar5,RT @Shehla_Rashid: Strongly condemn the lathi charge on protesting girls in BHU! This is the condition of 'Beti Padhao' in Prime Minister'sâ€_,en,concept,Polish cavalry,0.845953,Sep,2017
AnishPrabhakar5,RT @Shehla_Rashid: Strongly condemn the lathi charge on protesting girls in BHU! This is the condition of 'Beti Padhao' in Prime Minister'sâ€_,en,JobTitle,Prime Minister,0.925036,Sep,2017
AnishPrabhakar5,RT @Shehla_Rashid: Strongly condemn the lathi charge on protesting girls in BHU! This is the condition of 'Beti Padhao' in Prime Minister'sâ€_,en,Location,BHU,0.549925,Sep,2017
AnishPrabhakar5,RT @Shehla_Rashid: Strongly condemn the lathi charge on protesting girls in BHU! This is the condition of 'Beti Padhao' in Prime Minister'sâ€_,en,TwitterHandle,@Shehla_Rashid,0.549925,Sep,2017
AnishPrabhakar5,RT @ChampionsLeague: Leo Messi and @gianluigibuffon showing that rivalry doesn't stand in the way of friendship and respect. #Priceless httâ€_,en,concept,Lionel Messi,0.91136,Sep,2017
AnishPrabhakar5,RT @ChampionsLeague: Leo Messi and @gianluigibuffon showing that rivalry doesn't stand in the way of friendship and respect. #Priceless httâ€_,en,Person,Leo Messi,0.983787,Sep,2017
AnishPrabhakar5,RT @ChampionsLeague: Leo Messi and @gianluigibuffon showing that rivalry doesn't stand in the way of friendship and respect. #Priceless httâ€_,en,TwitterHandle,@ChampionsLeague,0.983787,Sep,2017
AnishPrabhakar5,RT @ChampionsLeague: Leo Messi and @gianluigibuffon showing that rivalry doesn't stand in the way of friendship and respect. #Priceless httâ€_,en,TwitterHandle,@gianluigibuffon,0.983787,Sep,2017
AnishPrabhakar5,"RT @Shehla_Rashid: @vijayanpinarayi @SitaramYechury @kanhaiyajnusu By suggesting that we are somehow affiliated with ISIS, @TimesNow is putâ€_",en,Organization,ISIS,0.33,Sep,2017
AnishPrabhakar5,"RT @Shehla_Rashid: @vijayanpinarayi @SitaramYechury @kanhaiyajnusu By suggesting that we are somehow affiliated with ISIS, @TimesNow is putâ€_",en,TwitterHandle,@vijayanpinarayi,0.33,Sep,2017
AnishPrabhakar5,"RT @Shehla_Rashid: @vijayanpinarayi @SitaramYechury @kanhaiyajnusu By suggesting that we are somehow affiliated with ISIS, @TimesNow is putâ€_",en,TwitterHandle,@SitaramYechury,0.33,Sep,2017
AnishPrabhakar5,"RT @Shehla_Rashid: @vijayanpinarayi @SitaramYechury @kanhaiyajnusu By suggesting that we are somehow affiliated with ISIS, @TimesNow is putâ€_",en,TwitterHandle,@Shehla_Rashid,0.33,Sep,2017
AnishPrabhakar5,"RT @Shehla_Rashid: @vijayanpinarayi @SitaramYechury @kanhaiyajnusu By suggesting that we are somehow affiliated with ISIS, @TimesNow is putâ€_",en,TwitterHandle,@kanhaiyajnusu,0.33,Sep,2017
AnishPrabhakar5,"RT @Shehla_Rashid: @vijayanpinarayi @SitaramYechury @kanhaiyajnusu By suggesting that we are somehow affiliated with ISIS, @TimesNow is putâ€_",en,TwitterHandle,@TimesNow,0.33,Sep,2017
AnishPrabhakar5,"RT @Shehla_Rashid: 3rd rate channel @TimesNow running photos of @vijayanpinarayi, @SitaramYechury, @kanhaiyajnusu &amp; me!!
Note: This is NOTâ€_",en,TwitterHandle,@vijayanpinarayi,0.01,Sep,2017
AnishPrabhakar5,"RT @Shehla_Rashid: 3rd rate channel @TimesNow running photos of @vijayanpinarayi, @SitaramYechury, @kanhaiyajnusu &amp; me!!
Note: This is NOTâ€_",en,TwitterHandle,@SitaramYechury,0.01,Sep,2017
AnishPrabhakar5,"RT @Shehla_Rashid: 3rd rate channel @TimesNow running photos of @vijayanpinarayi, @SitaramYechury, @kanhaiyajnusu &amp; me!!
Note: This is NOTâ€_",en,TwitterHandle,@Shehla_Rashid,0.01,Sep,2017
AnishPrabhakar5,"RT @Shehla_Rashid: 3rd rate channel @TimesNow running photos of @vijayanpinarayi, @SitaramYechury, @kanhaiyajnusu &amp; me!!
Note: This is NOTâ€_",en,TwitterHandle,@kanhaiyajnusu,0.01,Sep,2017
AnishPrabhakar5,"RT @Shehla_Rashid: 3rd rate channel @TimesNow running photos of @vijayanpinarayi, @SitaramYechury, @kanhaiyajnusu &amp; me!!
Note: This is NOTâ€_",en,TwitterHandle,@TimesNow,0.01,Sep,2017
AnishPrabhakar5,RT @Mohanlal: May this #Navratri bring you the utmost in peace and prosperity. May lights triumph over darkness,en,concept,Light,0.844625,Sep,2017
AnishPrabhakar5,RT @Mohanlal: May this #Navratri bring you the utmost in peace and prosperity. May lights triumph over darkness,en,TwitterHandle,@Mohanlal,0.01,Sep,2017
AnishPrabhakar5,RT @KeralaTourism: Spot the Malabar grey-hornbill perched high in the evergreen forests of Thattekadu. #ATOAIConvention2017 #Kerala #birdwaâ€_,en,concept,Evergreen,0.91136,Sep,2017
AnishPrabhakar5,RT @KeralaTourism: Spot the Malabar grey-hornbill perched high in the evergreen forests of Thattekadu. #ATOAIConvention2017 #Kerala #birdwaâ€_,en,concept,Kerala,0.8704,Sep,2017
AnishPrabhakar5,RT @KeralaTourism: Spot the Malabar grey-hornbill perched high in the evergreen forests of Thattekadu. #ATOAIConvention2017 #Kerala #birdwaâ€_,en,concept,Syrian Malabar Nasrani,0.82944,Sep,2017
AnishPrabhakar5,RT @KeralaTourism: Spot the Malabar grey-hornbill perched high in the evergreen forests of Thattekadu. #ATOAIConvention2017 #Kerala #birdwaâ€_,en,Location,Kerala,0.948259,Sep,2017
AnishPrabhakar5,RT @KeralaTourism: Spot the Malabar grey-hornbill perched high in the evergreen forests of Thattekadu. #ATOAIConvention2017 #Kerala #birdwaâ€_,en,Location,Thattekadu,0.463984,Sep,2017
AnishPrabhakar5,RT @KeralaTourism: Spot the Malabar grey-hornbill perched high in the evergreen forests of Thattekadu. #ATOAIConvention2017 #Kerala #birdwaâ€_,en,TwitterHandle,@KeralaTourism,0.463984,Sep,2017
AnishPrabhakar5,RT @CMOKerala: 1251 km hill highway &amp; 623 km coastal highway to reduce road congestion. #KeralaLeads https://t.co/RpdnqirmKJ,en,concept,Arterial road,0.945218,Sep,2017
AnishPrabhakar5,RT @CMOKerala: 1251 km hill highway &amp; 623 km coastal highway to reduce road congestion. #KeralaLeads https://t.co/RpdnqirmKJ,en,TwitterHandle,@CMOKerala,0.01,Sep,2017
AnishPrabhakar5,RT @CMOKerala: 1251 km hill highway &amp; 623 km coastal highway to reduce road congestion. #KeralaLeads https://t.co/RpdnqirmKJ,en,Quantity,1251 km,0.01,Sep,2017
